-71, -1, 1, 71
-67, -1, 1, 67
-61, -1, 1, 61
-59, -1, 1, 59
-53, -1, 1, 53
-47, -1, 1, 47
-43, -1, 1, 43
-41, -1, 1, 41
-37, -1, 1, 37
-31, -1, 1, 31
-29, -1, 1, 29
-23, -1, 1, 23
-19, -1, 1, 19
-17, -1, 1, 17
-13, -1, 1, 13
-11, -1, 1, 11
-7, -1, 1, 7
-5, -1, 1, 5
-3, -1, 1, 3
-2, -1, 1, 2
-2, -1, 1, 2
-3, -1, 1, 3
-5, -1, 1, 5
-7, -1, 1, 7
-11, -1, 1, 11
-13, -1, 1, 13
-17, -1, 1, 17
-19, -1, 1, 19
-23, -1, 1, 23
-29, -1, 1, 29
-31, -1, 1, 31
-37, -1, 1, 37
-41, -1, 1, 41
-43, -1, 1, 43
-47, -1, 1, 47
-53, -1, 1, 53
-59, -1, 1, 59
-61, -1, 1, 61
-67, -1, 1, 67
-71, -1, 1, 71
-73, -1, 1, 73
-79, -1, 1, 79
-83, -1, 1, 83
-89, -1, 1, 89
-97, -1, 1, 97
-101, -1, 1, 101
-103, -1, 1, 103
-107, -1, 1, 107
-109, -1, 1, 109
-113, -1, 1, 113
-127, -1, 1, 127
-131, -1, 1, 131
-137, -1, 1, 137
-139, -1, 1, 139
-149, -1, 1, 149
-151, -1, 1, 151
-157, -1, 1, 157
-163, -1, 1, 163
-167, -1, 1, 167
-173, -1, 1, 173
-179, -1, 1, 179
-181, -1, 1, 181
-191, -1, 1, 191
-193, -1, 1, 193
-197, -1, 1, 197
-199, -1, 1, 199
-211, -1, 1, 211
-223, -1, 1, 223
-227, -1, 1, 227
-229, -1, 1, 229
-233, -1, 1, 233
-239, -1, 1, 239
-241, -1, 1, 241
-251, -1, 1, 251
-257, -1, 1, 257
-263, -1, 1, 263
-269, -1, 1, 269
-271, -1, 1, 271
-277, -1, 1, 277
-281, -1, 1, 281
-283, -1, 1, 283
-293, -1, 1, 293
-307, -1, 1, 307
-311, -1, 1, 311
-313, -1, 1, 313
-317, -1, 1, 317
