intervalo inválido!
-223, -1, 1, 223
-211, -1, 1, 211
-199, -1, 1, 199
-197, -1, 1, 197
-193, -1, 1, 193
-191, -1, 1, 191
-181, -1, 1, 181
-179, -1, 1, 179
-173, -1, 1, 173
-167, -1, 1, 167
-163, -1, 1, 163
-157, -1, 1, 157
-151, -1, 1, 151
-149, -1, 1, 149
-139, -1, 1, 139
-137, -1, 1, 137
-131, -1, 1, 131
-127, -1, 1, 127
-113, -1, 1, 113
-109, -1, 1, 109
-107, -1, 1, 107
-103, -1, 1, 103
-101, -1, 1, 101
-97, -1, 1, 97
-89, -1, 1, 89
-83, -1, 1, 83
-79, -1, 1, 79
-73, -1, 1, 73
-71, -1, 1, 71
-67, -1, 1, 67
-61, -1, 1, 61
-59, -1, 1, 59
-53, -1, 1, 53
-47, -1, 1, 47
-43, -1, 1, 43
-41, -1, 1, 41
-37, -1, 1, 37
-31, -1, 1, 31
-29, -1, 1, 29
-23, -1, 1, 23
-19, -1, 1, 19
-17, -1, 1, 17
-13, -1, 1, 13
-11, -1, 1, 11
-7, -1, 1, 7
-5, -1, 1, 5
-3, -1, 1, 3
-2, -1, 1, 2
-2, -1, 1, 2
-3, -1, 1, 3
-5, -1, 1, 5
-7, -1, 1, 7
-11, -1, 1, 11
-13, -1, 1, 13
-17, -1, 1, 17
-19, -1, 1, 19
-23, -1, 1, 23
-29, -1, 1, 29
-31, -1, 1, 31
-37, -1, 1, 37
-41, -1, 1, 41
-43, -1, 1, 43
-47, -1, 1, 47
-53, -1, 1, 53
-59, -1, 1, 59
-61, -1, 1, 61
-67, -1, 1, 67
-71, -1, 1, 71
-73, -1, 1, 73
-79, -1, 1, 79
-83, -1, 1, 83
-89, -1, 1, 89
-97, -1, 1, 97
-101, -1, 1, 101
-103, -1, 1, 103
-107, -1, 1, 107
-109, -1, 1, 109
-113, -1, 1, 113
-127, -1, 1, 127
-131, -1, 1, 131
-137, -1, 1, 137
-139, -1, 1, 139
-149, -1, 1, 149
-151, -1, 1, 151
-157, -1, 1, 157
-163, -1, 1, 163
-167, -1, 1, 167
-173, -1, 1, 173
-179, -1, 1, 179
-181, -1, 1, 181
-191, -1, 1, 191
-193, -1, 1, 193
-197, -1, 1, 197
-199, -1, 1, 199
-211, -1, 1, 211
-223, -1, 1, 223
-227, -1, 1, 227
-229, -1, 1, 229
-233, -1, 1, 233
-239, -1, 1, 239
-241, -1, 1, 241
-251, -1, 1, 251
-257, -1, 1, 257
-263, -1, 1, 263
-269, -1, 1, 269
-271, -1, 1, 271
-277, -1, 1, 277
-281, -1, 1, 281
-283, -1, 1, 283
-293, -1, 1, 293
-307, -1, 1, 307
-311, -1, 1, 311
-313, -1, 1, 313
-317, -1, 1, 317
-331, -1, 1, 331
-337, -1, 1, 337
-347, -1, 1, 347
-349, -1, 1, 349
-353, -1, 1, 353
-359, -1, 1, 359
-367, -1, 1, 367
-373, -1, 1, 373
-379, -1, 1, 379
-383, -1, 1, 383
-389, -1, 1, 389
-397, -1, 1, 397
-401, -1, 1, 401
-409, -1, 1, 409
-419, -1, 1, 419
-421, -1, 1, 421
-431, -1, 1, 431
-433, -1, 1, 433
-439, -1, 1, 439
-443, -1, 1, 443
-449, -1, 1, 449
-457, -1, 1, 457
-461, -1, 1, 461
-463, -1, 1, 463
-467, -1, 1, 467
-479, -1, 1, 479
-487, -1, 1, 487
-491, -1, 1, 491
-499, -1, 1, 499
-503, -1, 1, 503
-509, -1, 1, 509
-521, -1, 1, 521
-523, -1, 1, 523
-541, -1, 1, 541
-547, -1, 1, 547
-557, -1, 1, 557
-563, -1, 1, 563
-569, -1, 1, 569
-571, -1, 1, 571
-577, -1, 1, 577
-587, -1, 1, 587
-593, -1, 1, 593
-599, -1, 1, 599
-601, -1, 1, 601
-607, -1, 1, 607
-613, -1, 1, 613
-617, -1, 1, 617
-619, -1, 1, 619
-631, -1, 1, 631
-641, -1, 1, 641
-643, -1, 1, 643
-647, -1, 1, 647
-653, -1, 1, 653
-659, -1, 1, 659
-661, -1, 1, 661
-673, -1, 1, 673
-677, -1, 1, 677
-683, -1, 1, 683
-691, -1, 1, 691
-701, -1, 1, 701
-709, -1, 1, 709
-719, -1, 1, 719
-727, -1, 1, 727
-733, -1, 1, 733
-739, -1, 1, 739
-743, -1, 1, 743
-751, -1, 1, 751
-757, -1, 1, 757
-761, -1, 1, 761
-769, -1, 1, 769
-773, -1, 1, 773
-787, -1, 1, 787
-797, -1, 1, 797
-809, -1, 1, 809
-811, -1, 1, 811
-821, -1, 1, 821
-823, -1, 1, 823
-827, -1, 1, 827
-829, -1, 1, 829
-839, -1, 1, 839
-853, -1, 1, 853
-857, -1, 1, 857
-859, -1, 1, 859
-863, -1, 1, 863
-877, -1, 1, 877
-881, -1, 1, 881
-883, -1, 1, 883
-887, -1, 1, 887
-907, -1, 1, 907
-911, -1, 1, 911
-919, -1, 1, 919
-929, -1, 1, 929
-937, -1, 1, 937
-941, -1, 1, 941
-947, -1, 1, 947
-953, -1, 1, 953
-967, -1, 1, 967
-971, -1, 1, 971
-977, -1, 1, 977
-983, -1, 1, 983
-991, -1, 1, 991
-997, -1, 1, 997
-1009, -1, 1, 1009
-1013, -1, 1, 1013
-1019, -1, 1, 1019
-1021, -1, 1, 1021
-1031, -1, 1, 1031
-1033, -1, 1, 1033
-1039, -1, 1, 1039
-1049, -1, 1, 1049
-1051, -1, 1, 1051
-1061, -1, 1, 1061
-1063, -1, 1, 1063
-1069, -1, 1, 1069
-1087, -1, 1, 1087
-1091, -1, 1, 1091
-1093, -1, 1, 1093
-1097, -1, 1, 1097
-1103, -1, 1, 1103
-1109, -1, 1, 1109
-1117, -1, 1, 1117
-1123, -1, 1, 1123
-1129, -1, 1, 1129
-1151, -1, 1, 1151
-1153, -1, 1, 1153
-1163, -1, 1, 1163
-1171, -1, 1, 1171
