-109, -1, 1, 109
-107, -1, 1, 107
-103, -1, 1, 103
-101, -1, 1, 101
-97, -1, 1, 97
-89, -1, 1, 89
-83, -1, 1, 83
-79, -1, 1, 79
-73, -1, 1, 73
-71, -1, 1, 71
-67, -1, 1, 67
-61, -1, 1, 61
-59, -1, 1, 59
-53, -1, 1, 53
-47, -1, 1, 47
-43, -1, 1, 43
-41, -1, 1, 41
-37, -1, 1, 37
-31, -1, 1, 31
-29, -1, 1, 29
-23, -1, 1, 23
-19, -1, 1, 19
-17, -1, 1, 17
-13, -1, 1, 13
-11, -1, 1, 11
-7, -1, 1, 7
-5, -1, 1, 5
-3, -1, 1, 3
-2, -1, 1, 2
-2, -1, 1, 2
-3, -1, 1, 3
-5, -1, 1, 5
-7, -1, 1, 7
-11, -1, 1, 11
-13, -1, 1, 13
-17, -1, 1, 17
-19, -1, 1, 19
-23, -1, 1, 23
-29, -1, 1, 29
-31, -1, 1, 31
-37, -1, 1, 37
-41, -1, 1, 41
-43, -1, 1, 43
-47, -1, 1, 47
